date,kathas,venue_and_time,district,state,country,artists,organiser,updated_by,source_file
09-10-10,KALAMANDALAM UNNIKRISHNAKKURUPPANUSMARANAM '' OCTOBER ONPATHU '',"Kalanilayam Hall, Irinjalakuda",Thrissur,Kerala,India,"9am:KATHAKALISAMGEETHAMALSARAM. after that SAMGEETHAARCHANA. 6pm:ANUSMARANASAMMELANAM. 8pm:KATHAKALI. Purappaatu:Kum.Aswathi Raghu,Kum.Kavya Pushpangadan. SANTHAANAGOPALAM. Sreekrishnan:Kln.Mahendran,","Kathakali Club,Irinjalakuda . 9249 800700","M.K.ANIYAN, Irinjalakuda",archive2010-4q.asp
09-10-10,"kishath philarmonic orchestra,Tripunithura.(Layavadyatharangam)","Changambuza Park,Edappally.",Ernakulam.,Kerala,India,"Violin,Flute,Mridangam,Thakil,Thimila,Kombu,TrippleDrum,Jass,Mizhavu,Chenda,Edakka,Maddalam,Thabala,Elathalam&Shankh.(Biju,Aji,Unni Keralavarma,Gopikrishnan Thampuran,Sreekumar,Satheesn,Sasikumar,Xavi",Changambuzha Janmasathabthi Aaghosham.,kishath.,archive2010-4q.asp
09-10-10,Padakacheri,SrikrishnaGanasabha MAVELIKARA,ALLEPPEY,Kerala,India,PATHIYOORSANKARANKUTTY Kala.Rajeshmenon VIOLINE PuthupallyDivakaran MridangamKummanamHarindranath,,SHYAM,archive2010-4q.asp
08-10-10,Poothana Mooksham,Sri Vallabha Kshetram Thiurvalla,Pattanamthitta,Kerala,India,"Poothana: Kalanilayam Gopalakrishnan, Pattu: Kala. Balachandran, Kalanilayam Sinu, Chenda: Kalabharathi Peethambaran, Maddalam: Kalabharathi Jayashankar",,Jaya,archive2010-4q.asp
07-10-10,Santhana Gopalam,Sri Vallabha Kshetram Thiurvalla,Pattanamthitta,Kerala,India,"Brahmana: Mathoor Govindankutty, Brahmana patni: Kalanilayam Madhavan Namboothiri, Arjuna: Thonnakkal Peethambaran, Krishna: Kudamaloor Muralikrishnan, Pattu: Kottakkal P.D. Namboothiri, Kala. Balacha",,Jaya,archive2010-4q.asp
06-10-10,"Kalayana Saugandhikam, Poothana Mooksham",Kottarakkara,Kollam,Kerala,India,"Bheema: Kala. Vazhenkada Vijayan, Hanuman: Kala. MPS Namboothiri, Panchali: Kala. Suchindran, Poothana: Kala. K.G. Vasudevan, Pattu: Kala. Gangadharan, Kala. P.G. Radhakrishnan, Kala. Devakumara Varma",,Babu,archive2010-4q.asp
05-10-10,Nalacharitham 1,Kottarakkara,Kollam,Kerala,India,"Nala: Kala. Vazhenkada Vijayan, Hamsa: Kala. MPS Namboothiri, Damayanthi: Kala. K.G. Vasudevan, Sakhi: Kala. Suchindran, Kala. Kasinath, Narada: Kala. Suchindran, Pattu: Kala. Gangadharan, Kala. P.G. ",,Babu,archive2010-4q.asp
05-10-10,"Nalacheritham 3, Nalacheritham 4",Sri Vallabha Kshetram Thiurvalla,Pattanamthitta,Kerala,India,"Nala: FACT Mohan, Karkodakan: Thiruvalla Babu, Bahuka: Thonnakkal Peethambaran, Varshneyan: Thiurvalla Sadashivan, Jivalan: Thiruvalla Harikumar, Sudeva: Mathoor Govindankutty, Damayanthi: Kudamaloor ",,Jaya,archive2010-4q.asp
04-10-10,Karna Shapadam,Payyanur,Kannur,Kerala,India,"Karna: Kala. Vazhenkada Vijayan, Duryodhana: Kala. Ravikumar, Dussasana: Kala. Neeraj, Bhanumathi: Kala. Suchindran, Kunthi: Kala. K.G. Vasudevan, Pattu: Kala. Gangadharan, Kala. P.G. Radhakrishnan, K",,Babu,archive2010-4q.asp
03-10-10,"Purapad, Melapadam, Nalacheritham 1, Kalyana Saugandhikam, Daksha Yagam","Sangeerthanam Auditoriyam, - 60 th Birthday of R L V GOPI",Ernakulam,Kerala,India,"Kottakkal Chandrashekara Warrier, Madavoor Vasudevan Nair, Kala. Balasubramanian, RLV Radhakrishnan, Kala. Mukundan, Sadanam Vijayan, Kottakkal Devadas, Kala. Pradeep, RLV Pramod, FACT Biju Bhaskar, R",,Balu,archive2010-4q.asp
03-10-10,Balivijayam,"Ayodhya Auditorium, Payyannur",Kannur,Kerala,India,"Kott.Kesavan:Ravanan,Kala.Hari.R.Nair:Naradan,KavungalDivakaraPanicker:Bali, Jishnu Ravi:Mandodari,Kala.Gopalakrishnan:Pattu, Kala.BalaSundaran:Chenda, Kala. Rajanarayanan:Maddhalam, Kala.Sivaraman:Ch",Payyannur Kathakaliarangu,Dr.Pavithran,archive2010-4q.asp
03-10-10,Nalacharitham 2 - Kattalan,"Sastha Kalyanamandapam, Tripunithura",Ernakulam,Kerala,India,"Kalamandalam Pradeep, Kottakkal Narayanan",Venmani Haridas Anusmarana Samithi,Ramu,archive2010-4q.asp
03-10-10,Melappadam,"Sangeerthanam Auditoriyam, - 60 th Birthday of R L V Gopiasan",Ernakulam,Kerala,India,"Pattu - Kottackal Madhu, Kalanilayam Rajeev Madhalam - Kala. Sankara warrier, Kalanilayam Omanakuttan Chenda - Kalamandalam Unnikrishnan, Panamanna Sasi",Kerala Kalakshethra,Krishnan,archive2010-4q.asp
03-10-10,"Nalacharitham (Onnam Divasam),","Sangeerthanam Auditoriyam, - 60 th Birthday of R L V Gopiasan",Ernakulam,Kerala,India,"Nalan - Kottackal Chandrasekhara Warrier, Hamsam - Madavoor Vasudevan, Dhamayanthi - R L V Radhakrishnan Pattu - Kala Babu Naboothiri, Kala Harish",Kerala Kalakshethra,Krishnan,archive2010-4q.asp
03-10-10,"Kalyanaswagandhigam, Dhakshayagam","Sangeerthanam Auditoriyam, - 60 th Birthday of R L V Gopiasan",Ernakulam,Kerala,India,"Bhiman-1 - Kalashethra Suchithra Suresh, Panchali - Kalakshethra Anjana, Hanuman - Sreeja Soman, Bhiman-2 - Kalashethra Agninandha Dhakshan - Kala Balasubramanyan, Sivan - Kala Mukundhan, Sathi - Sada",Kerala Kalakshethra,Krishnan,archive2010-4q.asp
03-10-10,9.00 AM on 03-10-2010 to 5.00 AM on 04-10-2010,"Sangeerthanam Auditoriyam, - 60 th Birthday of R L V GOPIASAN",Ernakulam,Kerala,India,"KELI, PIRANNAL SANDYA, ASTAPADHI, SANGEETHAKACHERI, KADHAKALI PADHAKKACHERI, HASYAKALAPRAKADANAM, SAMSKARIKA SAMMELANAM, AND MAJOR SET KATHALI",Kerala Kalakshethra,Krishnan,archive2010-4q.asp
02-10-10,KALAMANDALAM KALLUVAZHI VASU SHASHTIPOORTHIYAAGHOSHAM,"Bhagavathy Kalyaanamandapam , Kongadu",Palakkadu,Kerala,India,"2pm:SUHRUDSAMMELANAM.4.30pm:SAMAADARANASADASSU. 7.30pm: KATHAKALI. PAKUTHIPPURAPPATU:Sivadasan,.Mukundan,.Arun Warrier,.Sucheendran. NALACHARITHAM NAALAAMDIVASAM:.Chandrasekharan,Kalluvazhi Vasu,.Kesa",VELLINEZHI HARIDASAN 9745 649778,"M.K.ANIYAN , Irinjalakuda",archive2010-4q.asp
02-10-10,Ravana vijayam[rambha pravesam],Gayathri kalyana mandapam Tali 6PM,Kozhikode,Kerala,India,"Ravanan Kala Vasupisharody,Rambha Kala Rajasekharan,Dhoodan Kala Harinarayanan Pattu Ktk Madhu,Santhosh,Chenda Kala Balaraman,Madlam KTK Ravi Chutty Kala Sivaraman Aniyara Appunnitharakan&Party Koppu ",Thodayam Kathakali Yogam Calicut,Sreekumarnedungadi,archive2010-4q.asp
02-10-10,"Santhana Gopalam, Kiratham",Panavalli,,Kerala,India,"Kala. Kesavan Namboothiri, RLV Radhakrishnan, Kalanilayam Rajashekaran, etc",,Hari,archive2010-4q.asp
01-10-10,Kadhakali Workshop,"Creek Park, Dubai",,Dubai,UAE,"Peesapally Rajeev, Kalamandalam Jayaprakash and Kottakkal Vijayaraghavan",Thiranottam,Sreejesh,archive2010-4q.asp
01-10-10,Bali Vadham,Sri Vallabha Kshetram Thiurvalla,Pattanamthitta,Kerala,India,"Bali: Talavadi Aravindan, Sugreeva: Thiruvalla Babu, Rama: FACT Mohan, Sita: Kala. Arun, Lakshmana: Kala. Ullas, Angadan: Unni, Thara: Kala. Arun, Pattu: Kala. Balachandran, Kalanilayam Sinu, Mangalam",,Jaya,archive2010-4q.asp
01-10-10,Kuchella Vrittam,Kottarakkara,Kollam,Kerala,India,"Kuchella: Kala. MPS Namboothiri, Krishna: Kala. Shanmugan, Rukmini: Kala. Suchindran, Pattu: Kala. Gangadharan, Kala. P.G. Radhakrishnan, Kala. Devakumara Varma, Chenda: Ayamkudi Unnikrishnan, Maddala",,Babu,archive2010-4q.asp
01-10-10,Kiratham,Payyanur,Kannur,Kerala,India,"Kattalan: Kala. Vazhenkada Vijayan, Kattalastree: Kala. K.G. Vasudevan, Arjuna: Kala. Ravikumar, Shiva: Kala. Prasanth, Parvathi: Kala. Anilkumar, Pattu: Kala. Vinod, Kala. RamMohan, Chenda: Kottakkal",,Babu,archive2010-4q.asp
31-03-11,"Purappad,Nalacharithan 2divasam,Dakshayagam",Kottakkal Pooram(Not official),,Kerala,India,"Kottakkal Cahndrasekhara varier,Nelliyod Vasudevan Namboothiri,rajasekharan,Krishnakumar,Kottakkal Haridas,Sadanam balakrishnan,Kottakkal Deavadas Etc. Pathiyoor",,tutts,archive2011-1q.asp
30-03-11,"Kalakeya Vadham,raajasooyam",Kottakkal Pooram(Not official),,Kerala,India,"Kala.Gopiasan,Kal.Soman,Unnithan,Kottakkal Kesavan Etc. Pattu:Babu namboothiri,Kalanilayam rajeevan.etc Chenda:kala.unnikrishnan. maddalam:nambeesan",,TUTTS,archive2011-1q.asp
29-03-11,Duryodhanavadam,Chalakkudi Club,Trichur,Kerala,India,Rowdrabhiman (Ettumanoor P. Kannan) and other artists,Murali Master (9846261645),VN,archive2011-1q.asp
29-03-11,Nalacharitham Nalam Divasam (Nalacharitham 4th Day),Kongad Temple; 8.30 pm,Palakkad,Kerala,India,Kalamandalam Vasu Pisharody: Bahukan; Haripriya Namboothiri: Damayanthai; Kottakkal C.M. Unnikrishnan: Kesini. Vocal: Kottakkal Madhu & Sadanam Sivadas. Chenda: Sadanam Ramakrishnan. Maddalam: Kalaman,Temple Committee,Vinu Vasudevan,archive2011-1q.asp
28-03-11,Duryodhanavadham,Thrippurathu Temple. Moovattupuzha,Ernakulam,Kerala,India,Ettumanoor P. Kannan as 'Raudrabhiman',Kalanilayam Rajeevan 9446187275,VN,archive2011-1q.asp
27-03-11,Nalacheritham 2,"Gayatri Kalyanamandapam, Thali, Kozhikode",Kozhikode,Kerala,India,"Nala: Inchakaad Ramachandran Pillai, Kali: Nelliyod Vasudevan Namboothiri, Damayanthi: Kudamaloor Muralikrishnan, Pushkara: Kalabharathi Harikumar, Kattalan: Kala. Manoj, Indran: Kala. Arun Warrier, P",,Balu,archive2011-1q.asp
27-03-11,PRESENTATION OF VEERASHRUMKHALA TO MELAACHAARYAN KALANILAYAM KUNCHUNNI,"Kalanilayam Hall, Irinjalakuda,",Thrissur,Kerala,India,"9.30am:KELI:Mattannoor Sankarankutty Marar,Mattannoor Sreeraj,Ktl.Ravi, Sdn.Bharatharajan,Asiad Sasi.10.30:DEMONSTRATION on THAALAMS in KATHAKALI 2pm:MIZHAAVIL THAAYAMPAKA:Klm.Rajeev,Klm.Hariharan.3pm",KALANILAYAM &KATHAKALI CLUB 9249 800700,"M.K.Aniyan, Irinjalakuda",archive2011-1q.asp
27-03-11,Nalacharitham Randam divasam,Gayatri kalyanamandapam Kozhikode 06.00 P.M,Kozhikode,Kerala,India,"Injakad Ramachandran Pillai,Nelliod Thirumeni,Kudamaloor Muralikrishnan, Kalabharati Harikumar,Kala.Manoj,Kala.Arun warier, Kala.Balachndran, Rammohan,Jayaprakash, Kalabharati Unnikrishnan,Achutha war",Sopanam Calicut chapter.M.V. Damodaran 8547040245,P.Ramachandran,archive2011-1q.asp
27-03-11,"Nalacharitha 2nd day, Balivijayam","Sree RamaaTemple , Ramapuram Paala 9 PM",Kottayam,Kerala,India,"Kal Shanmughan(Nalan); Kal Vijayakumar(Damayanthi); Kal Ramachandran Unnithan(Kali); RLV Sunil(Dwaparan); FACT Biju Bhaskar(Indran, Naradan); Kalanilayam Vinod(Pushkaran); Peesapilly Rajeevan(Kattalan",Renjith R 9447161980,Renjith R Ernakulam,archive2011-1q.asp
26-03-11,Kamsavadham,Gayatri kalyanamandapam Kozhikode 06.00 P.M,Kozhikode,Kerala,India,PSV Natyasangham Kottakkal.All prominent artists participate.,Sopnam calicut chapter MV Damodaran 8547040245,P.Ramachandran,archive2011-1q.asp
26-03-11,KACHADEVAYANI,KOTTATHALA (Near Kottarakara),KOLLAM,Kerala,India,KACHAN (Sri Ettumanoor P. Kannan) and other artists,Rajeev Mayyanad (9446183001|),VN,archive2011-1q.asp
26-03-11,Kalyana sougandhikam,"changampuzha park, idappalli, eranakulam",eranakulam,Kerala,India,"Kala:soman-Bheeman, Sadanam Balakrishnan- hanuman. FACT biju bhaskar-panjali, Music- Madambi subramanyan namboothiri, sadanam sivadas, chenda-kala:raman namboothiri, maddalam:kala:prakash",idappallio kadhakali aswadaka sadass,Sunil Narayanan,archive2011-1q.asp
26-03-11,"Rugmamgadacharitham,Nizhalkuth","Sreekrishnaswamy temple,Mavelikara",Alappuzha,Kerala,India,"Padmasree Kala.Gopi,Margi Vijayakumar,Kala.Balakrishnan,Kala Krishnaprasad,Kala.Shanmughan,Thiruvalla Babu,Chingoli Gopalakrishnan,Madhu Varanasi,Kala.Vysakh,Kala Arun,RLV Akhil, Manthravadi - RLV Gop",Temple Commitee,Ramachandran,archive2011-1q.asp
25-03-11,Rukminiswayamvaram,Ernakulathappan Hall - 6 PM,Ernakulam,Kerala,India,"Rukmini Chambakkara Vijayan, Brahmanan Padmasree Madavur Vasudevan Nair, Krishnan - FACT Padmanabhan, Pattu - Babu namboodiri, Nedumpally Rammohan, Chenda kala Raman Namboodiri, Maddalam Angadippuram ",Jointly by Ambalam and club,Koyikkal,archive2011-1q.asp
25-03-11,"Banayudham(usha-chitralekha),Gurudakshina","Sreekrishnaswamy temple,Mavelikara",Alappuzha,Kerala,India,"Kala.Rajasekharan,kala.Sreekumar,Kalanilayam Vijayan,FACT Jayadeva Varma,Kalanilayam Raveendranatha Pai, Tiruvalla Babu, Madhu Varanasi,Kala.Vysakh Kala.Arun Pattu:Kalamandalam Surendran,Kalavedi Sure",Temple Commitee,Ramachandran,archive2011-1q.asp
25-03-11,Kootiyattam Thoranayudham,Gayatri kalyanamandapam Kozhikode 06.30 P.M,Kozhikode,Kerala,India,Kala.Ramachakyar and troupe,Sopanam Calicut chapter.M.V. Damodaran 8547040245,P.Ramachandran,archive2011-1q.asp
24-03-11,Banayudham (Gopuram & Usha Chitralekha); Balivijayam,Sreekrishna Temple Natakasala Ambalapuzha 10 PM (Temple Festival),Alappuzha,Kerala,India,Inchakkad Ramachandran Pillai(Banan); Kal Vijayakumar (Chitralekha); Ettumanoor Kannan (Ravanan); Kalanilayam Vinod(Naradan); Kal Hari R Nair(Bali),Sandarsan Kathakali Vidyalayam 9447161980,Renjith R Ernakulam,archive2011-1q.asp
24-03-11,Duryodhanavadham,VYTTILA,ERNAKULAM,Kerala,India,Duryodhanan by ETTUMANOOR P. KANNAN and other artists,,VN,archive2011-1q.asp
24-03-11,Duryodhanavadham,Ananthapuram Sreekrishna Temple,Ernakulam,Kerala,India,Ettumanoor P Kannan(Duryodhanan); Kal Hari R Nair(Dussashanan); FACT BijuBhaskar (Dharmaputhrar); Kal Srun Ramesh(Kutti Bhiman); Kal vijayakumar(Panchali); Kalanilayam Vinod (SreeKrishnan); Kal Sreeku,Renjith R 9447161980,Renjith R Ernakulam,archive2011-1q.asp
23-03-11,"Kirmeeravadham upto Pathralabdhi, Lalitha to Kirmeeran",Sreekrishna Temple Natakasala Ambalapuzha 10 PM (Temple Festival),Alappuzha,Kerala,India,Kal Vasu Pisharody (Dharmaputrar); Kal Shamnughan(Panchali); Kal mukundan(Sreekrishnan); Kal Vijayakumar (Lalitha); Kaln Vinod (Kirmeeran),Sandarsan Kathakali Vidyalayam 9447161980,Renjith R Ernakulam,archive2011-1q.asp
22-03-11,,"Manjummal Temple, Eloor Island",Ernakulam,Kerala,India,full Night,temple Committee,Srikumar,archive2011-1q.asp
22-03-11,Kacha Devayani,Ernakulam,Ernakulam,Kerala,India,"RLV Radhakrishnan, etc",,Balu,archive2011-1q.asp
21-03-11,"Kachadevayanicharitham, Kiratham","Trikkariyoor Temple , Kothamangalam",Ernakulam,Kerala,India,"Srukran - RV Sasikumar, Kachan - Kala Sreekumar, Devayani - RLV Radhakrishnan, Sukethu - Chathannoor Narayana Pillai,, Arjunan - R.L.V. Gopi, Kattalan - Chathannoor Narayanapillai, Kattalasthree - RLV",Trikkariyoor Devasam,Krishnan,archive2011-1q.asp
20-03-11,Nala charitham Onnam Divasam,"Kalikotta Palaca,Thripunithura. 6 p.m.",Ernakulam,Kerala,India,"Nalan-Kal.Shanmukhadas,Damayanthi-Sadanam Vijayan,Naradan-R.L.V Pramod,Hamsam-Kal.Rajeevan,Thozhi-R.L.V Pramod,Pattu-Kal.Rajeevan,Kal.Rajesh Babu,Chenda-Kaln.Ratheesh,Madalam-Kal.Achutha Warrer,Chutti",Thripunithura Kathakali Kendram,"Biju Anand, North Paravur",archive2011-1q.asp
19-03-11,Kathakalisamgitakacheri based on Chittappetutthiya Kathakalippadangal Pub by Keralakalamandalam,"Vivekananda Cultural Institute, Thiruvanathapuram 5-30 pm",Thiruvanathapuram,Kerala,India,Vocal: Kala. Vinod & Party Violin: Smt Vrinda Varma Mridamgam: Sri Changanasery Jayan,Samskriti (Global) Ph: 0471-2451077,DrVR Prabodhachandran Nayar,archive2011-1q.asp
18-03-11,Lecture Demonstration on 'Aesthetics of Kathakali',"1.30 pm, Academic Staff College, University of Kerala, Karyavattom",Thiruvananthapuram,Kerala,India,Lecture demo on 'Aesthetics of Kathakali' by Sri Ettumanoor P. Kannan,University Of Kerala,VN,archive2011-1q.asp
18-03-11,Dhakshayagam,Andikadavu Temple,Ernakulam,Kerala,India,"Dhakshan (1) - R.L.V. Gopi, Vedhavalli - RLV Pramod, Sivan - RLV Raghu, Sathi - Sadhanam Vijayan, Veerabhadran - Kala krishna prasad, Bhadrakali - RLV Pramod Dhakshan (2)- Kala Sankaranarayanan , Indr","Andikadavu Temple, Chellanam",Krishnan,archive2011-1q.asp
18-03-11,"Kalyana Saugandhikam, Narakasura Vadham(with Ninam)","Valakkudi, Kottarakkara-Punalur Road",,Kerala,India,"FACT Mohan - Bhiman, FACT Padmanabhan - Hanuman,..",,Koyikkal,archive2011-1q.asp
18-03-11,"Santhana Gopalam, Narakasura Vadham","Thirunakkara Temple, Kottayam",Kottayam,Kerala,India,"Kottakkal (Chandrasekhara Varrier,Keshavan Kundlayar, Vasudevan Kundlayar, Haridasan, Devdas, Sudheer, RajuMohan, Unnikrishnan, Hareeshwaran, Muralikrishnan, Harikumar) Chenda : Kottakkal (Prasad, Vij",,Balu,archive2011-1q.asp
17-03-11,"Sita Swayamvaram, Kamsa Vadham, Kiratham","Thirunakkara Temple, Kottayam",Kottayam,Kerala,India,"Kottakkal Artists Kottakkal(Chandrasekhara Varrier,Keshavan Kundlayar, Vasudevan Kundlayar, Haridasan, Devdas, Sudheer, RajuMohan, Unnikrishnan, Hareeshwaran, Muralikrishnan, Harikumar) Chenda : Kotta",,Balu,archive2011-1q.asp
17-03-11,KIRATAM,"NEDUMKUNNAM, Changanacherry",KOTTAYAM,Kerala,India,ETTUMANOOR P. KANNAN (as Kattalan) and other artists,"Dr Vishwanathan, Changanasherry 9447135883",VN,archive2011-1q.asp
17-03-11,Dakshayagam,"Champakkara, Near Tripunithura",Ernakulam,Kerala,India,"FACT Padmanabhan, Sadanam Vijayan,...",local temple,Srikumar,archive2011-1q.asp
17-03-11,KEECHAKAVADHOM,VALLOOR SIVA TEMPLE PATTAMBI,PALAKKAD,Kerala,India,VESHAM KALA JOHN KALA SIVADAS KALA RAJESH KALA GOPALAKRISHNAN PATTU KALA SUKUMARAN PATTU KALA SUKUMARAN MATTANUR SREEJITH CHENDA SADANAM HARI KALA NARAYANAN KOPPU KALATHARANGINY AVATHARANAM SREEKALA V,KALA SIVADASAN 09387060935,KALA SIVADASAN,archive2011-1q.asp
17-03-11,Keechaka Vadham,Vettakkara,,Kerala,India,"Kala. Kesavan Namboothiri, etc",,Balu,archive2011-1q.asp
17-03-11,"Poothana Moksham(Lalitha),Kiratham","Kollam Puthiyakav Devikshethram,Near Railway station.9.30p.m",Kollam,Kerala,India,"Margi Vijayakumar-Lalitha,Fact Mohanan-Arjunan,Nelliyode-Kattalan,Margi Harivatsan-Kattala sthree,Pattu-Kal.Krishnankutty,Kalanilayam Nandakumar.Chenda-Kal.Krishnadas,Margi Venugopal.Maddalam-Kal.Rave",,"suresh.v,kollam",archive2011-1q.asp
16-03-11,Nalacharitham moonam divasam,"Kollam Puthiyakav Devikshethram,Near Railway station.9.30p.m",Kollam,Kerala,India,"Kal.Ratheesan-Velutha Nalan,Kal.Ramachandran Unnithan-Karkodakan/Sudevan,Kot.Chandrasekharan-Bahukan,Kal.Vipin-Rithuparnan,Kal.Sukumaran-Jeevalan,Kal.Mohandas-Vashneyan,Margi Vijayakumar-Damayanthi,Pa",,"suresh.v,kollam",archive2011-1q.asp
16-03-11,Santhana Gopalam,Kottayam,Kottayam,Kerala,India,"Kala. Kesavan Namboothiri, etc",,Balu,archive2011-1q.asp
16-03-11,"Nalacheritham 4, Bali Vijayam","Thirunakkara Temple, Kottayam",Kottayam,Kerala,India,"Bahuka: Kala. Gopi, Damayanthi: Margi Vijayakumar, Kesini: Kala. Suchindran, Ravana: Kala. Soman, Mandodari: Kala. Suchindran, Narada: Mathoor Govindankutty, Bali: Talavadi Aravindan, Pattu: Palanad D",,Balu,archive2011-1q.asp
15-03-11,"Kalyanasowgandhikam,Balivijayam","Kollam Puthiyakav Devikshethram,Near Railway station.9.30p.m",Kollam,Kerala,India,"Thonnakkal Peethambaran-Bheeman,Kal.Sukumaran-Panchali,Naripatta-Hanuman,Padmabhooshan Madavoor-Ravanan,Attingal Peethambaran-Naradan,Nelliyode-Bali.Pattu-Kal.Mohanakrishnan,Kal.Krishnankutty.Chenda-K",,"suresh.v,kollam",archive2011-1q.asp
15-03-11,"Kalyanasowgandhikam,Balivijayam","Kollam Puthiyakav Devikshethram,Near Railway station.9.30p.m",Kollam,Kerala,India,"Thonnakkal Peethambaran-Bheeman,Kal.Sukumaran-Panchali,Naripatta-Hanuman,Padmabhooshan Madavoor-Ravanan,Attingal Peethambaran-Naradan,Nelliyode-Bali.Pattu-Kal.Mohanakrishnan,Kal.Krishnankutty.Chenda-K",,"suresh.v,kollam",archive2011-1q.asp
15-03-11,Balivijayam,"Karthiyayini Devikshethram,",Kottayam,Kerala,India,"Naradhan - R.L.V. Gopi, Ravanan - Kala Sreekumar, Bali - Kala Krishna prasad, pattu - Kala Gopalakrishnan , Chenda - Kala Rajesh, Madhalam - Kalanilayam Omanakkuttan",Karthiyayini Devikshethram samithi,Krishnan,archive2011-1q.asp
14-03-11,Santhana Gopalam,Pala,Kottayam,Kerala,India,"Kala. Kesavan Namboothiri, etc",,Balu,archive2011-1q.asp
14-03-11,DURYODHANAVADHOM,KANNANOOR BHAGAVATHY TEMPLE NEAR PATTAMBI 7PM,PALAKKAD,Kerala,India,VESHAM KAVUNGAL DIVAKARAPANIKKAR KALASOMAN KALASIVADAS KALAPRADEEP KALAHARINARAYANAN KALAARUNVARIER KALASUCHEEENDRANATHAN PATTU NEDUMPILLY RAMMOHAN SADANAM JYOTISHBABU CHENDA KALABALASUNDARAM SADANAMS,ARIKKATH MANA MUDAVANNUR,DR A R RAMACHANDRAN,archive2011-1q.asp
14-03-11,Kalyanasougandhikam,Koothapadi Sree Darmasatha Temple Thammanam Vytilla 6.30 PM,Ernakulam,Kerala,India,"Ettumanoor Kannan (Bhiman), FACT Biju(Panchali); Kal Manoj(Hanuman); Kal Rajendaran(Music); Kal Vineeth(Maddalam); Kal Venu (Chenda)Kal Sukumaran (Chutti)",Renjith R 9447161980,Renjith R Ernakulam,archive2011-1q.asp
14-03-11,"Nalacharitham Nalam divasam, Narakasuravadham.",Manickamangalam Karthyayani Devi Temple - Near Kalady,Ernakulam,Kerala,India,"Nalacharitham - Padmasree.Kala.Gopi,Kala.vijayakumar,Kala.Mukundan Narakasuravadham - Kottakkal Kesavan. Kala.Hari R Nair. Kala.Neeraj. Kalanilayam.Vinod Kala.Kasinathan Sangeetham Kalamandalam Babu N",9447458610,Anil.C,archive2011-1q.asp
13-03-11,KALAKEYAVADHAM,PAYANNUR CLUB,PAYANNUR,Kerala,India,"Ettumanoor P. KANNAN as ARJUNAN Singers : Madambi Subramanyam Namboothiri, Kalamandalam Vinod Chenda - Varanasi Maddalam - Kala. Manoj",Payannur Club 9447953429,VN,archive2011-1q.asp
13-03-11,"Purapad, Melapadam, Usha-Chithralekha, Karna Shapadam","near the Malakkara snake boat, after Chakkadapadi Junction",Pattanamthitta,Kerala,India,"Mathoor Govindankutty, Pallikoodam Muralikrishnan, Sadanam Krishnankutty, Kala. Pradeep, Kavumkal Divakara Paniker, Sadanam Vijayan, Pattu: Kottakkal P.D. Namboothiri, Kala. Harish, Chenda: Kalanilaya",,Jaya Parithamma,archive2011-1q.asp
13-03-11,"Purapad, Melapadam, Bana Yudham (Usha-Chithralekha), Karna Shapadam","near the Malakkara snake boat, after Chakkadapadi Junction",Pattanamthitta,Kerala,India,"Mathoor Govindankutty, Pallikoodam Muralikrishnan, Sadanam Krishnankutty, Kala. Pradeep, Kavumkal Divakara Paniker, Sadanam Vijayan, Pattu: Kottakkal P.D. Namboothiri, Kalanilayam Rajendran, Kala. Har",,Balu,archive2011-1q.asp
13-03-11,Prahalada Cheritham,Kottarakkara,,Kerala,India,Chenda: Kala. Raman Namboothiri,,Balu,archive2011-1q.asp
12-03-11,Utthara Swayamvaram,Kottarakkara,,Kerala,India,"Sadanam Krishnankutty, etc, Chenda: Kala. Raman Namboothiri, etc",,Balu,archive2011-1q.asp
12-03-11,"Seethaswayamvaram,Dakshayagam","Kalarivathukkal Mahadevar Kshethram,Valathungal,Mayyanad,Kollam.10p.m",Kollam,Kerala,India,"Kottayam Ramakrishnan,Kal.Sreekumar,Kal.Ravikumar,Chathanoor Narayanapillai,Mayyanad Rajiv,Kal.Prasanth.Pattu-Kal.Jayaprakash,Kal.Sudheesh.Chenda-Kuroor.Maddalam-Kalabharathi Ajikumar","Navarangam,Mayyanad","suresh.v,kollam",archive2011-1q.asp
12-03-11,Nalacharitham Nalam Divasam,CHITTUMALA,KOLLAM,Kerala,India,Ettumanoor P. KANNAN as BAHUKAN and other Artists,DR. VENUGOPAL 9446967139,VN,archive2011-1q.asp
12-03-11,"Nalacharitham onnam divasam,Duryodhanavadham",Varkala Janardana swamikshethram 8p.m,trivandrum,Kerala,India,"Padmasree Kal.Gopi,Padmabhooshan Madavoor,Nelliyode,Inchakkad,Kottayam Ramakrishnan, Margi,Kal.Ratheesan,Kal.Krishnadas,Pathiyoor,Kal.Babu Namboothiri,Kalanilayam Rajiv namboothiri",Margi,"suresh.v,kollam",archive2011-1q.asp
11-03-11,UTHARASWAYAMVARAM,ITAYAAVANAM,THIRUVANANTHAPURAM,Kerala,India,on special invitation Sadanam Krishnankutty and ETTUMANOOR P. KANNAN along with MARGI TROUPE,MARGI TROUPE,VN,archive2011-1q.asp
11-03-11,Rugmangada Cheritham,Vettikavavala,,Kerala,India,"Kala. Kesavan Namboothiri, FACT Mohan",,Balu,archive2011-1q.asp
